App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Apple_Store_Rating,Apple_Store_Reviews,Apple_Store_Price
I LOVE PASTA,FAMILY,4.0,83875,43.0,1000000,Free,0.0,Everyone,Simulation,2017-09-08,1.6.1,2.3.3 and up,0.0,,,
Fidget Spinner,GAME,4.2,307398,9.9,10000000,Free,0.0,Everyone,Arcade,2017-11-30,1.12.5.1,2.1 and up,0.0,,,
Jetpack Joyride,GAME,4.4,4637439,96.0,100000000,Free,0.0,Everyone 10+,Arcade,2018-07-19,1.10.12,4.1 and up,0.0,,,
J Touch,TOOLS,4.6,2176,953.0,100000,Free,0.0,Everyone,Tools,2018-08-01,1.5.1-GP,4.1 and up,0.0,,,
J-Novel Club,FAMILY,3.3,162,9.0,10000,Free,0.0,Teen,Entertainment,2017-10-22,1.2,4.1 and up,0.0,,,
Anger of stick 5 : zombie,GAME,4.5,547644,23.0,50000000,Free,0.0,Teen,Action,2018-08-03,1.1.5,2.3 and up,0.1194444444444444,,,
J - Style Pro,HEALTH_AND_FITNESS,2.3,74,2.6,10000,Free,0.0,Everyone,Health & Fitness,2016-01-20,1.1,4.3 and up,0.0,,,
Cook Baked Lasagna,FAMILY,4.2,56259,23.0,10000000,Free,0.0,Everyone,Casual,2018-03-14,4.0,4.0 and up,0.0,,,
Tom's Love Letters,FAMILY,4.1,705805,35.0,50000000,Free,0.0,Everyone,Entertainment,2018-04-30,2.3.1.8,4.1 and up,0.0,,,
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49.0,100000000,Free,0.0,Everyone,Puzzle,2018-07-05,3.7.2,4.1 and up,0.0130677538872691,,,
Mali J,SOCIAL,3.2,185,4.7,10000,Free,0.0,Teen,Social,2017-10-20,1.0.1,4.1 and up,0.0,,,
Cut the Rope GOLD,FAMILY,4.6,61264,43.0,1000000,Paid,0.99,Everyone,Puzzle,2018-06-19,3.7.0,4.1 and up,0.0,4.85,1863.0,1.99
Turbo FAST,FAMILY,4.3,1329008,97.0,50000000,Free,0.0,Everyone,Racing;Action & Adventure,2017-10-04,2.1.20,2.3.3 and up,0.0,,,
J. Cole Rapper Wallpaper HD,PERSONALIZATION,4.1,8,3.1,1000,Free,0.0,Everyone,Personalization,2018-01-11,1.0,4.1 and up,0.0,,,
Keyboard for Sony Xperia J,PERSONALIZATION,4.1,797,6.7,50000,Free,0.0,Everyone,Personalization,2018-07-29,1.279.13.98,4.0.3 and up,0.0,,,
Harris J Lyrics,FAMILY,4.7,36,7.1,1000,Free,0.0,Everyone,Entertainment,2018-03-12,1.3,4.0.3 and up,0.0,,,
Smart TV Remote,TOOLS,3.5,81747,9.1,10000000,Free,0.0,Everyone,Tools,2018-05-26,3.8.2,4.1 and up,0.0,,,
J.ME Fly,FAMILY,3.9,28,98.0,1000,Free,0.0,Everyone,Entertainment,2018-05-31,0.4.4,4.4 and up,0.0,,,
J-Stars Victory VS Guide,GAME,4.1,609,13.0,10000,Free,0.0,Everyone,Action,2014-05-14,1.7,2.2 and up,0.0,,,
2048 BTS J Hope KPop Puzzle Game,FAMILY,4.7,17,2.4,1000,Free,0.0,Everyone,Puzzle,2017-09-26,1,2.3.3 and up,0.0,,,
J. Cole Albums (2007-2017),FAMILY,4.6,7,7.3,1000,Free,0.0,Mature 17+,Entertainment,2018-04-11,1.3,4.0.3 and up,0.0,,,
J Dark Ice Substratum Theme,PERSONALIZATION,4.5,164,33.0,10000,Free,0.0,Everyone,Personalization,2018-07-19,4.3,6.0 and up,0.0,,,
BTS J-Hope Wallpaper KPOP Fans HD,PERSONALIZATION,4.7,98,3.4,10000,Free,0.0,Everyone,Personalization,2018-05-19,1.1.1,4.0 and up,0.0,,,
BTS j-hope LINE Launcher theme,PERSONALIZATION,4.9,934,3.8,10000,Free,0.0,Everyone,Personalization,2014-10-17,4.1,4.0.3 and up,0.0,,,
K Health,HEALTH_AND_FITNESS,4.1,290,40.0,50000,Free,0.0,Teen,Health & Fitness,2018-07-22,1.7.2992,4.1 and up,0.0,,,
CIRCLE K,SHOPPING,4.4,9140,14.0,500000,Free,0.0,Everyone,Shopping,2018-07-31,5.9.0,4.4 and up,0.0,,,
KIM KARDASHIAN: HOLLYWOOD,GAME,4.3,1017408,34.0,10000000,Free,0.0,Teen,Adventure,2018-07-16,9.2.0,4.0 and up,0.0,,,
Sight Words Pre-K to Grade-3,FAMILY,4.4,1185,40.0,100000,Free,0.0,Everyone,Educational;Education,2018-06-17,1.5.1,4.1 and up,0.0,,,
[Substratum] K-Manager for K-Klock,PERSONALIZATION,4.5,14,11.0,1000,Free,0.0,Everyone,Personalization,2018-07-31,31,7.0 and up,0.0,,,
KDRAMA Amino for K-Drama Fans,SOCIAL,4.6,4046,63.0,100000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up,0.0,,,
K keyboard - Myanmar,TOOLS,4.8,1955,14.0,100000,Free,0.0,Everyone,Tools,2018-03-17,1.0.8,4.1 and up,0.0,,,
Zapzapmath: K-6 Math Games,FAMILY,4.3,1065,61.0,100000,Free,0.0,Everyone,Educational;Education,2018-05-13,4.1.10,4.1 and up,0.0,,,
KPOP Amino for K-Pop Entertainment,SOCIAL,4.8,19047,63.0,100000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up,0.0,,,
K.MOJI,FAMILY,4.8,16,8.9,500,Paid,1.99,Everyone,Entertainment,2017-05-09,1.0,4.2 and up,0.0,,,
K-Chiing VPN (Free),TOOLS,3.7,43,10.0,5000,Free,0.0,Mature 17+,Tools,2018-07-24,2.1.2,4.1 and up,0.0,,,
Preschool All-In-One,FAMILY,4.1,9019,44.0,1000000,Free,0.0,Everyone,Casual;Education,2018-03-28,6.6,4.0 and up,0.0,,,
OST),FAMILY,3.7,4444,10.0,500000,Free,0.0,Everyone,Entertainment,2018-07-06,3.0.12,4.1 and up,0.0,,,
Kpop Music Quiz (K-pop Game),FAMILY,4.2,6418,59.0,100000,Free,0.0,Everyone,Casual,2017-05-08,1.3,4.1 and up,0.0,,,
Radio K - KUOM,FAMILY,4.5,39,7.4,1000,Free,0.0,Everyone,Entertainment,2018-03-09,3.0.57,4.1 and up,0.0,,,
Math Games for Pre-K - Grade 4,FAMILY,4.6,28,23.0,1000,Paid,1.99,Everyone,Education;Education,2014-01-13,1.02,2.2 and up,0.0,,,
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,4.5,712737,50.0,10000000,Free,0.0,Everyone,Video Players & Editors,2018-07-24,4.13.3,4.3 and up,0.0,,,
Fuzzy Numbers: Pre-K Number Foundation,FAMILY,4.7,21,44.0,1000,Paid,5.99,Everyone,Education;Education,2017-07-21,1.3,4.1 and up,0.0,,,
K-Otic Universe,FAMILY,4.9,55,40.0,1000,Free,0.0,Everyone,Puzzle,2018-08-03,108,4.1 and up,0.0,,,
Magic Tiles - TWICE Edition (K-Pop),GAME,4.4,2351,62.0,100000,Free,0.0,Everyone,Music,2018-07-25,1009001,4.0 and up,0.0,,,
CASE K-12 Math English Science,FAMILY,4.6,60,2.1,10000,Free,0.0,Everyone,Education,2016-05-01,1.0,2.2 and up,0.0,,,
"Niche: College, K-12, and Neighborhood Search",LIFESTYLE,4.0,42,26.0,5000,Free,0.0,Everyone,Lifestyle,2018-07-06,1.0.1,4.4 and up,0.0,,,
"K-Spapp, the K-Space app",FAMILY,4.8,39,3.6,1000,Free,0.0,Everyone,Education,2017-02-09,1.53,4.0.3 and up,0.0,,,
"Math Quiz Free: Grades K,1,2,3",FAMILY,4.3,159,13.0,10000,Free,0.0,Everyone,Education;Education,2015-02-03,1.0,4.0 and up,0.0,,,
K-9 Material (unofficial),COMMUNICATION,4.4,64,4.5,5000,Free,0.0,Teen,Communication,2017-03-27,5.206,5.0 and up,0.0,,,
Discovery K!ds Play! Español,FAMILY,4.2,11263,35.0,1000000,Free,0.0,Everyone,Entertainment;Music & Video,2018-05-03,2.1.0.2173,4.0.3 and up,0.0,,,
Magic Tiles - Blackpink Edition (K-Pop),GAME,4.6,4304,71.0,100000,Free,0.0,Everyone,Music,2018-06-20,1900001,4.0 and up,0.0,,,
Anna.K Tarot,FAMILY,4.8,17,23.0,100,Paid,3.99,Mature 17+,Entertainment,2017-01-16,1.4.4,4.0.3 and up,0.0,,,
K-pop Music,FAMILY,4.0,369,3.5,10000,Free,0.0,Everyone,Entertainment,2017-01-11,2.0.0,2.3 and up,0.0,,,
Daily K-Talk,FAMILY,4.3,264,60.0,10000,Free,0.0,Everyone,Education,2018-07-31,v8[1.0.10],2.3 and up,0.0,,,
Korean Dungeon: K-Word 1000,GAME,4.7,703,40.0,10000,Free,0.0,Everyone 10+,Word,2017-11-17,1.0.4,4.1 and up,0.0,,,
Talking Tom Gold Run,GAME,4.6,2694969,78.0,100000000,Free,0.0,Everyone,Action,2018-07-31,2.8.2.59,4.1 and up,0.0,,,
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,972256,20.0,50000000,Free,0.0,Teen,Shopping,2018-08-02,2.4.8,4.1 and up,0.0,,,
"L.POINT - 엘포인트 [ 포인트, 멤버십, 적립, 사용, 모바일 카드, 쿠폰, 롯데]",LIFESTYLE,4.0,45224,49.0,5000000,Free,0.0,Everyone,Lifestyle,2018-08-01,6.5.1,4.1 and up,0.0,,,
Love Balls,FAMILY,4.2,357049,40.0,50000000,Free,0.0,Everyone,Puzzle,2018-07-31,1.2.7,4.1 and up,0.0,,,
SpongeBob Diner Dash,FAMILY,4.0,576210,48.0,50000000,Free,0.0,Everyone,Casual,2013-08-22,3.25.3,2.3.3 and up,0.0,,,
Last Day on Earth: Survival,GAME,4.5,2308916,87.0,10000000,Free,0.0,Teen,Action,2018-08-01,1.9.3,4.1 and up,0.0,,,
"Messenger L SMS, MMS",PERSONALIZATION,4.0,6263,20.0,500000,Free,0.0,Everyone,Personalization,2018-07-12,7.46,2.3 and up,0.0,,,
Tom Loves Angela,FAMILY,4.1,1111915,50.0,100000000,Free,0.0,Everyone,Entertainment,2018-04-30,2.2.1.3,4.1 and up,0.0,,,
EXO-L,FAMILY,4.6,67410,865.0,1000000,Free,0.0,Everyone,Entertainment,2017-11-02,1.0.9,2.2 and up,0.0,,,
Lie Detector,FAMILY,3.1,306,2.9,50000,Free,0.0,Everyone,Simulation,2017-04-04,1.2.1,4.0.3 and up,0.0,,,
EXO-L Amino for EXO Fans,SOCIAL,4.9,5677,67.0,50000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0.3 and up,0.0,,,
Calculator L,PRODUCTIVITY,4.5,2965,2.4,100000,Free,0.0,Everyone,Productivity,2015-05-10,1.1.3,4.3 and up,0.0,,,
My Teacher - Classroom Play,FAMILY,4.0,155276,61.0,10000000,Free,0.0,Everyone,Role Playing;Pretend Play,2018-06-18,1.1.0,4.1 and up,0.0,,,
Emoji Android L Keyboard,PRODUCTIVITY,4.0,11535,6.8,1000000,Free,0.0,Everyone,Productivity,2017-12-07,1.42,4.0 and up,0.0,,,
Lollipop Keyboard L Pro,PERSONALIZATION,3.6,5525,2.6,500000,Free,0.0,Everyone,Personalization,2016-06-06,1.6,2.3 and up,0.0,,,
French to English Speaking - Apprendre l' Anglais,FAMILY,4.5,4251,13.0,1000000,Free,0.0,Everyone,Education,2018-04-27,23.0,4.0.3 and up,0.0,,,
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29.0,100000000,Free,0.0,Everyone,Arcade,2018-08-01,9.55,4.0.3 and up,0.0,,,
Cheating Tom 3 - Genius School,GAME,4.3,90415,84.0,10000000,Free,0.0,Everyone,Arcade,2018-07-24,1.0.20,4.1 and up,0.0,,,
Clock L,PERSONALIZATION,3.9,2852,5.4,100000,Free,0.0,Everyone,Personalization,2015-09-07,1.3,4.0 and up,0.0,,,
Dialer theme Droid L,PERSONALIZATION,4.3,1734,2.8,100000,Free,0.0,Mature 17+,Personalization,2016-04-02,4.0,4.0.3 and up,0.0,,,
SPEED L,SHOPPING,4.3,85,2.9,50000,Free,0.0,Everyone,Shopping,2018-06-26,1.24,4.4 and up,0.0,,,
Lie Detector Test Prank,FAMILY,4.4,222308,6.9,10000000,Free,0.0,Everyone,Entertainment,2018-07-31,3.0.2,4.4 and up,0.0,,,
Xbox,FAMILY,4.3,556659,46.0,10000000,Free,0.0,Everyone,Entertainment,2018-06-20,1805.0618.1637,4.1 and up,0.0,,,
Je Parle ANGLAIS - Apprendre l’anglais Audio cours,FAMILY,4.4,499,27.0,100000,Free,0.0,Everyone,Education,2018-03-13,2.4,4.0.3 and up,0.0,,,
Mobizen Screen Recorder for SAMSUNG,VIDEO_PLAYERS,4.4,953894,37.0,10000000,Free,0.0,Everyone,Video Players & Editors,2018-04-26,3.5.1.8,Varies with device,0.0,,,
MapleStory M,FAMILY,3.5,31538,82.0,1000000,Free,0.0,Everyone 10+,Role Playing,2018-07-24,1.2703.273,4.4 and up,0.0,,,
M-Files,BUSINESS,4.4,236,44.0,10000,Free,0.0,Everyone,Business,2018-06-26,3.1.1,4.4 and up,0.0,,,
M Launcher -Marshmallow 6.0,PERSONALIZATION,4.4,37234,7.3,1000000,Free,0.0,Everyone,Personalization,2018-03-22,1.4.9,4.1 and up,0.0,,,
"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,58820,37.0,1000000,Free,0.0,Everyone,Video Players & Editors,2018-04-26,3.5.1.8,4.4 and up,0.0,,,
MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,758780,53.0,50000000,Free,0.0,Everyone,Photography,2018-08-03,4.0.55,4.0.3 and up,0.0,,,
M3-X5-X6-M-İ3-İ8 RACİNG 2018,GAME,4.4,596,44.0,100000,Free,0.0,Everyone,Arcade,2017-02-12,"1,01",4.0 and up,0.0,,,
360-M Flight,TOOLS,3.9,84,24.0,10000,Free,0.0,Everyone,Tools,2017-12-14,2.18,4.0.3 and up,0.0,,,
M-acceleration 3D Car Racing,GAME,3.9,1202,34.0,100000,Free,0.0,Everyone,Racing,2018-06-28,1.6,4.1 and up,0.0,,,
M+,NEWS_AND_MAGAZINES,4.9,198,9.1,10000,Free,0.0,Everyone,News & Magazines,2018-05-29,3.2.2,5.0 and up,0.0,,,
Super Hero M Craft Run,GAME,3.7,303,38.0,100000,Free,0.0,Everyone,Arcade,2017-07-12,1.6,4.0.3 and up,0.0,,,
M-Sight Pro,VIDEO_PLAYERS,3.3,30,15.0,5000,Free,0.0,Everyone,Video Players & Editors,2018-07-25,3.1.0.1-r4,4.0 and up,0.0,,,
💎 I'm rich,LIFESTYLE,3.8,718,26.0,10000,Paid,399.99,Everyone,Lifestyle,2018-03-11,1.0.0,4.4 and up,0.0,,,
Don't Hug Me I'm So Scared,GAME,3.5,901,63.0,50000,Free,0.0,Everyone,Adventure,2018-06-08,1.8.5,2.3 and up,0.0,,,
GTS-M,TOOLS,4.2,38,251.0,5000,Free,0.0,Everyone,Tools,2017-01-26,1.4,1.6 and up,0.0,,,
M star Dialer,COMMUNICATION,3.5,400,4.2,100000,Free,0.0,Everyone,Communication,2017-03-20,3.8.8,2.2 and up,0.0,,,
I'm Rich - Trump Edition,LIFESTYLE,3.6,275,7.3,10000,Paid,400.0,Everyone,Lifestyle,2018-05-03,1.0.1,4.1 and up,0.0,,,
I’m Expecting - Pregnancy App,HEALTH_AND_FITNESS,4.6,71266,49.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-03-30,2.3.2,4.0.3 and up,0.0,,,
Free WiFi Connect,COMMUNICATION,3.9,167229,9.7,10000000,Free,0.0,Everyone,Communication,2018-03-31,8.1,4.1 and up,0.0,,,
M Notifier for M Launcher,TOOLS,4.2,2803,1.4,100000,Free,0.0,Everyone,Tools,2017-02-15,1.0.4,4.0 and up,0.0,,,
M Theme - Dark Green Icon Pack,PERSONALIZATION,4.2,202,4.9,10000,Free,0.0,Everyone,Personalization,2016-11-16,1.2.3,3.0 and up,0.0,,,
m-Faisaa,FINANCE,4.0,142,6.2,10000,Free,0.0,Everyone,Finance,2018-07-13,5.3,4.0.3 and up,0.0,,,
m:go BiH,COMMUNICATION,3.2,559,6.0,10000,Free,0.0,Everyone,Communication,2018-07-25,3.4,3.0 and up,0.0,,,
Libre Scan (Diabetes:M addon),MEDICAL,2.4,102,1.2,10000,Free,0.0,Everyone,Medical,2017-07-09,1.2,4.4 and up,0.0,,,
m.ride - your motorcycle app,AUTO_AND_VEHICLES,4.5,189,16.0,10000,Free,0.0,Everyone,Auto & Vehicles,2018-07-03,1.1.6,6.0 and up,0.0,,,
Rope'n'Fly 4,GAME,4.1,234606,59.0,10000000,Free,0.0,Everyone,Action,2018-01-29,3.1,2.3 and up,0.0,,,
N Launcher: Nougat Theme,PERSONALIZATION,4.2,128,7.7,10000,Free,0.0,Everyone,Personalization,2017-06-13,1.0,4.1 and up,0.0,,,
Dino in City-Dinosaur N Police,FAMILY,3.7,10035,30.0,1000000,Free,0.0,Teen,Simulation,2018-05-23,2.07,4.1 and up,0.0,,,
N Launcher Pro - Nougat 7.0,PERSONALIZATION,4.3,2538,6.4,100000,Paid,2.99,Everyone,Personalization,2018-03-23,1.5.1,4.1 and up,0.0,,,
Cops N Robbers - FPS Mini Game,GAME,4.2,156862,64.0,5000000,Free,0.0,Everyone 10+,Action,2018-07-31,7.0.4,4.1 and up,0.0,,,
Cops N Robbers 2,GAME,4.1,63680,46.0,1000000,Free,0.0,Everyone 10+,Adventure,2018-06-02,2.2.2,4.1 and up,0.0,,,
Hands 'n Guns Simulator,FAMILY,3.9,19727,76.0,1000000,Free,0.0,Teen,Simulation,2018-07-03,32,4.1 and up,0.0,,,
Hide N Seek : Mini Game,GAME,3.8,4719,54.0,500000,Free,0.0,Everyone,Action,2018-07-08,5.1.3,4.1 and up,0.0,,,
N Launcher - Nougat 7.0,PERSONALIZATION,4.4,32597,8.4,1000000,Free,0.0,Everyone,Personalization,2018-05-24,1.5.2,4.1 and up,0.0,,,
Cook'n Recipe App,LIFESTYLE,3.4,552,22.0,10000,Free,0.0,Everyone,Lifestyle,2018-08-02,3.0.4,4.4 and up,0.0,,,
Rope'n'Fly 3 - Dusk Till Dawn,GAME,4.0,166033,23.0,10000000,Free,0.0,Everyone 10+,Arcade,2018-01-31,3.6,2.3 and up,0.0,,,
Tap N Pay,PRODUCTIVITY,4.4,253,8.2,10000,Free,0.0,Everyone,Productivity,2018-07-31,0.1.22,4.1 and up,0.0,,,
N-Com Wizard,COMMUNICATION,3.3,960,3.8,50000,Free,0.0,Everyone,Communication,2017-09-21,2.1.2,2.3.3 and up,0.0,,,
Drag'n'Boom,GAME,4.8,133180,54.0,1000000,Free,0.0,Everyone 10+,Arcade,2018-01-12,1.1.1,4.4 and up,0.0,,,
Traps n' Gemstones,GAME,4.5,413,9.1,1000,Paid,4.99,Everyone,Adventure,2017-05-17,1.04,4.0.3 and up,0.0,,,
Shop 'n Save,SHOPPING,3.4,620,40.0,100000,Free,0.0,Everyone,Shopping,2018-03-13,2.2.8,4.1 and up,0.0,,,
Dual N-Back - Brain game,FAMILY,4.3,817,28.0,100000,Free,0.0,Everyone,Educational,2018-05-25,2.4.2,4.1 and up,0.0,,,
N Files - File Manager & Explorer,PRODUCTIVITY,4.3,369,11.0,10000,Free,0.0,Everyone,Productivity,2018-07-18,2.9.5,4.1 and up,0.0,,,
Guns'n'Glory Zombies Premium,FAMILY,4.1,313,34.0,5000,Paid,2.99,Everyone 10+,Strategy,2016-07-15,1.1.5,2.3.3 and up,0.0,,,
Cops N Robbers,GAME,4.0,37789,58.0,1000000,Free,0.0,Teen,Adventure,2018-06-06,1.5.2,4.1 and up,0.0,,,
Guns'n'Glory Premium,FAMILY,4.4,3570,21.0,100000,Paid,2.99,Everyone 10+,Strategy,2017-09-22,1.8.1,2.3.3 and up,0.0,,,
Madagascar Surf n' Slides Free,FAMILY,3.8,48929,45.0,5000000,Free,0.0,Everyone,Educational;Education,2017-09-08,1.5.0,4.0 and up,0.0,,,
Guns'n'Glory,FAMILY,4.4,89947,22.0,5000000,Free,0.0,Everyone 10+,Strategy,2018-02-09,1.8.2,4.0 and up,0.0,,,
Ghosts'n Goblins MOBILE,GAME,3.8,466,28.0,10000,Paid,0.99,Everyone,Arcade,2017-03-28,1.00.02,4.1 and up,0.0,,,
Mopar Drag N Brag,GAME,4.2,30630,17.0,1000000,Free,0.0,Everyone,Racing,2015-05-25,1.2.5,4.1 and up,0.0,,,
Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,31.0,1000000,Free,0.0,Everyone,Education;Music & Video,2018-02-16,3.42,2.3 and up,0.0,,,
Dark Infusion Substratum Theme for Android N & O,PERSONALIZATION,4.8,133,59.0,1000,Paid,2.49,Everyone,Personalization,2018-08-03,15.6,7.0 and up,0.0,,,
Fantastic Chefs: Match 'n Cook,FAMILY,4.7,8600,91.0,500000,Free,0.0,Everyone,Puzzle,2018-07-27,1.0.7,4.0.3 and up,0.0,,,
Eat'n Park,LIFESTYLE,3.5,292,20.0,50000,Free,0.0,Everyone,Lifestyle,2017-12-18,3.1.3,4.0 and up,0.0,,,
Draw N Guess Multiplayer,GAME,3.9,29505,69.0,1000000,Free,0.0,Everyone,Word,2018-04-04,3.0.11,4.0.3 and up,0.0,,,
Car Parking Crane N Drifting,FAMILY,4.2,106,71.0,50000,Free,0.0,Everyone,Simulation,2018-02-26,1.8,4.0.3 and up,0.0,,,
Lock 'n' Roll Pro - Ad Free,GAME,4.6,169,13.0,1000,Paid,0.99,Everyone,Card,2015-07-01,4.0.5,2.3.3 and up,0.0,,,
Rock N' Cash Casino Slots -Free Vegas Slot Games,GAME,4.7,6187,33.0,100000,Free,0.0,Teen,Casino,2018-07-27,1.15.0,4.0.3 and up,0.0,,,
Age of Conquest: N. America,FAMILY,4.5,659,3.3,10000,Paid,3.99,Everyone,Strategy,2018-08-04,1.0.28,1.5 and up,0.0,,,
Sketch 'n' go,VIDEO_PLAYERS,3.8,3965,6.4,100000,Free,0.0,Everyone,Video Players & Editors,2018-03-26,2.2.9,4.1 and up,0.0,,,
Guns'n'Glory WW2 Premium,FAMILY,4.5,4656,20.0,100000,Paid,2.99,Everyone 10+,Strategy,2017-12-08,1.4.11,4.0 and up,0.0,,,
Rock n Roll Music Quiz Game,GAME,3.7,80,7.6,10000,Free,0.0,Everyone,Trivia,2018-06-06,5.0,4.1 and up,0.0,,,
Cook 'n Learn Smart Kitchen,FAMILY,3.5,205,62.0,50000,Free,0.0,Everyone,Educational;Education,2017-03-06,1.0.4,4.3 and up,0.0,,,
Jump'N'Shoot Attack,GAME,4.1,155,32.0,1000,Paid,2.49,Everyone,Arcade,2018-05-26,1.2,4.1 and up,0.0,,,
Ghouls'n Ghosts MOBILE,GAME,3.9,168,49.0,5000,Paid,1.99,Everyone 10+,Arcade,2017-05-18,1.00.00,4.1 and up,0.0,,,
N-Back,FAMILY,4.1,413,930.0,10000,Free,0.0,Everyone,Puzzle,2016-02-15,1.6,2.1 and up,0.0,,,
Oddworld: New 'n' Tasty,GAME,4.6,1475,34.0,10000,Paid,4.99,Teen,Action,2018-01-02,1.0.4,5.0 and up,0.0,,,
Knights N Squires,FAMILY,4.4,148826,49.0,1000000,Free,0.0,Teen,Role Playing,2018-06-19,1.4.9,4.0.3 and up,0.0,,,
Planet O - Icon Pack,PERSONALIZATION,4.6,354,24.0,10000,Paid,0.99,Everyone,Personalization,2018-06-13,1.6.1,4.1 and up,0.0,,,
The Noise-O-Meter,FAMILY,4.0,1699,72.0,100000,Free,0.0,Everyone,Entertainment;Music & Video,2017-10-18,1.0.1.24,4.3 and up,0.0,,,
O Launcher 8.0 for Android™ O Oreo Launcher,TOOLS,4.4,11393,8.7,1000000,Free,0.0,Everyone,Tools,2018-07-27,3.9,4.4 and up,0.0,,,
Stand O’Food® (Full),FAMILY,4.4,925,40.0,10000,Paid,1.99,Everyone,Casual,2014-12-26,1.5,2.3.3 and up,0.0,,,
WiFi-o-Matic,PRODUCTIVITY,4.0,736,6.8,50000,Free,0.0,Everyone,Productivity,2018-02-01,1.80.03,4.1 and up,0.0,,,
Detect-O-Gromit (D.O.G 2),FAMILY,3.8,45,47.0,10000,Paid,2.49,Everyone,Entertainment,2018-07-16,1.2,5.0 and up,0.0,,,
O Shopping,SHOPPING,3.9,671,3.6,100000,Free,0.0,Everyone,Shopping,2018-07-23,1.1.2,4.0.3 and up,0.0,,,
AC Remote for O General - NOW FREE,TOOLS,3.7,274,26.0,50000,Free,0.0,Everyone,Tools,2018-07-30,6.1.7,4.2 and up,0.0,,,
O'Route Orienteering,SPORTS,4.2,6,1.3,100,Paid,3.02,Everyone,Sports,2017-12-27,2.0.5,3.0 and up,0.0,,,
Drink-O-Tron The Drinking Game,GAME,4.1,140,45.0,50000,Free,0.0,Mature 17+,Card,2017-05-31,1.64,4.0.3 and up,0.0,,,
Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443,540.0,1000000,Free,0.0,Everyone,Productivity,2018-07-03,0.54.2.4,2.1 and up,0.0,,,
Google I/O 2018,BOOKS_AND_REFERENCE,4.3,22401,4.6,500000,Free,0.0,Everyone,Books & Reference,2018-05-07,6.1.2,5.0 and up,0.0,,,
Prime Key for Nougat Launcher& O Launcher &KitKat,PERSONALIZATION,4.1,324,313.0,5000,Paid,6.99,Everyone,Personalization,2017-08-20,5.1,5.1 and up,0.0,,,
OO Launcher for Android O 8.0 Oreo™ Launcher,PERSONALIZATION,4.4,14832,8.6,1000000,Free,0.0,Everyone,Personalization,2018-08-03,4.6,4.0 and up,0.0,,,
Band O'Clock,LIFESTYLE,3.8,1140,746.0,100000,Free,0.0,Everyone,Lifestyle,2011-12-03,0.11,2.1 and up,0.0,,,
O Launcher,TOOLS,4.3,2059,10.0,100000,Free,0.0,Everyone,Tools,2018-05-22,1.1.4,5.0 and up,0.0,,,
O-Star,DATING,4.4,59,38.0,5000,Free,0.0,Everyone,Dating,2018-07-19,1.0.1,4.3 and up,0.0,,,
Verdad o Reto,SOCIAL,3.8,826,5.1,500000,Free,0.0,Teen,Social,2018-05-10,2.0,4.1 and up,0.0,,,
Pixlr-o-matic,PHOTOGRAPHY,4.5,180697,6.1,10000000,Free,0.0,Everyone,Photography,2017-04-25,2.2.5,2.1 and up,0.0,,,
O-Level Past Papers & Solution (up to 2017),FAMILY,3.8,589,28.0,100000,Free,0.0,Everyone,Education,2018-06-11,8.3.2,4.0.3 and up,0.0,,,
"O Multiple - App Cloner, Duals APP, tarallel",TOOLS,3.9,145,5.2,50000,Free,0.0,Everyone,Tools,2018-05-15,1.0.7,4.1 and up,0.0,,,
The Maze Runner,GAME,4.0,428268,22.0,10000000,Free,0.0,Everyone,Action,2015-09-14,1.8.1,2.3 and up,0.0,,,
PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,4.5,7590099,34.0,100000000,Free,0.0,Teen,Photography,2018-07-31,9.40.3,4.0.3 and up,0.0,,,
P Icon Pack for Pixel,PERSONALIZATION,4.4,38,51.0,1000,Free,0.0,Everyone,Personalization,2018-05-06,1.0.3,4.1 and up,0.0,,,
Android P | Xperia™ Theme 4800+ icons,PERSONALIZATION,4.6,29,39.0,100,Paid,1.99,Everyone,Personalization,2018-05-16,1.0.0,6.0 and up,0.0,,,
P-Home for KLWP,PERSONALIZATION,5.0,4,12.0,100,Paid,0.99,Everyone,Personalization,2018-05-15,v2018.May.15.14,5.0 and up,0.0,,,
"Super P Launcher for Android P 9.0 launcher, theme",TOOLS,4.4,2026,7.5,100000,Free,0.0,Everyone,Tools,2018-08-03,1.9,4.0 and up,0.0,,,
